id,character,default_instruct_ja,attack_instruct_ja,ultimate_instruct_ja,hurt_instruct_ja,death_instruct_ja
b2-boxxo,阿箱＋拉蜜絲,本渡楓のラッミスは中高音の明るく元気な少女声で、素直でまっすぐ、気合いの入った掛け声が映える。ハッコン（福山潤）は自販機の定型音声のみ（「いらっしゃいませ」「ざんねん」など）で、平板な機械アナウンス調。通常時の話し方。特定の実在人物の声を模倣しない。,本渡楓のラッミスは中高音の明るく元気な少女声で、素直でまっすぐ、気合いの入った掛け声が映える。ハッコン（福山潤）は自販機の定型音声のみ（「いらっしゃいませ」「ざんねん」など）で、平板な機械アナウンス調。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,本渡楓のラッミスは中高音の明るく元気な少女声で、素直でまっすぐ、気合いの入った掛け声が映える。ハッコン（福山潤）は自販機の定型音声のみ（「いらっしゃいませ」「ざんねん」など）で、平板な機械アナウンス調。ハッコンを背負って元気いっぱいに突っ走る気合い／「ハッコン、行くよ！」の明るさ特定の実在人物の声を模倣しない。,本渡楓のラッミスは中高音の明るく元気な少女声で、素直でまっすぐ、気合いの入った掛け声が映える。ハッコン（福山潤）は自販機の定型音声のみ（「いらっしゃいませ」「ざんねん」など）で、平板な機械アナウンス調。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,本渡楓のラッミスは中高音の明るく元気な少女声で、素直でまっすぐ、気合いの入った掛け声が映える。ハッコン（福山潤）は自販機の定型音声のみ（「いらっしゃいませ」「ざんねん」など）で、平板な機械アナウンス調。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-elma,艾爾瑪,大塚剛央の落ち着いた中低音。取り乱さず淡々と状況を分析する青年の声で、抑えた語り口の中に静かな自信がある。通常時の話し方。特定の実在人物の声を模倣しない。,大塚剛央の落ち着いた中低音。取り乱さず淡々と状況を分析する青年の声で、抑えた語り口の中に静かな自信がある。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,大塚剛央の落ち着いた中低音。取り乱さず淡々と状況を分析する青年の声で、抑えた語り口の中に静かな自信がある。「ゲーム知識」で冷静に戦況を読み切る静かな確信特定の実在人物の声を模倣しない。,大塚剛央の落ち着いた中低音。取り乱さず淡々と状況を分析する青年の声で、抑えた語り口の中に静かな自信がある。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,大塚剛央の落ち着いた中低音。取り乱さず淡々と状況を分析する青年の声で、抑えた語り口の中に静かな自信がある。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-fushi,不死,川島零士の柔らかい中高音の少年声。序盤は覚えたての言葉をぎこちなく区切って話し、成長に伴い滑らかで芯のある声に変わる。感情は抑え気味だが喪失の場面では剥き出しの慟哭になる。通常時の話し方。特定の実在人物の声を模倣しない。,川島零士の柔らかい中高音の少年声。序盤は覚えたての言葉をぎこちなく区切って話し、成長に伴い滑らかで芯のある声に変わる。感情は抑え気味だが喪失の場面では剥き出しの慟哭になる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,川島零士の柔らかい中高音の少年声。序盤は覚えたての言葉をぎこちなく区切って話し、成長に伴い滑らかで芯のある声に変わる。感情は抑え気味だが喪失の場面では剥き出しの慟哭になる。覚えたての言葉をたどたどしく呼ぶ「マーチ…」／仲間を失った時の慟哭特定の実在人物の声を模倣しない。,川島零士の柔らかい中高音の少年声。序盤は覚えたての言葉をぎこちなく区切って話し、成長に伴い滑らかで芯のある声に変わる。感情は抑え気味だが喪失の場面では剥き出しの慟哭になる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,川島零士の柔らかい中高音の少年声。序盤は覚えたての言葉をぎこちなく区切って話し、成長に伴い滑らかで芯のある声に変わる。感情は抑え気味だが喪失の場面では剥き出しの慟哭になる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-goblin,哥布林殺手,梅原裕一郎の極めて低く、抑揚を殺した平板な声。「そうか」「ゴブリンだ」のような短い言い切りが中心で、感情をほとんど乗せない無機質な淡々さが特徴。通常時の話し方。特定の実在人物の声を模倣しない。,梅原裕一郎の極めて低く、抑揚を殺した平板な声。「そうか」「ゴブリンだ」のような短い言い切りが中心で、感情をほとんど乗せない無機質な淡々さが特徴。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,梅原裕一郎の極めて低く、抑揚を殺した平板な声。「そうか」「ゴブリンだ」のような短い言い切りが中心で、感情をほとんど乗せない無機質な淡々さが特徴。感情を殺して淡々と「ゴブリンは殺す」特定の実在人物の声を模倣しない。,梅原裕一郎の極めて低く、抑揚を殺した平板な声。「そうか」「ゴブリンだ」のような短い言い切りが中心で、感情をほとんど乗せない無機質な淡々さが特徴。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,梅原裕一郎の極めて低く、抑揚を殺した平板な声。「そうか」「ゴブリンだ」のような短い言い切りが中心で、感情をほとんど乗せない無機質な淡々さが特徴。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-guts,凱茲,岩永洋昭の深く重い低音。ざらついた荒々しい声質で、言葉少なに吐き捨てる台詞と、戦闘時の獣のような咆哮・唸り声が特徴。通常時の話し方。特定の実在人物の声を模倣しない。,岩永洋昭の深く重い低音。ざらついた荒々しい声質で、言葉少なに吐き捨てる台詞と、戦闘時の獣のような咆哮・唸り声が特徴。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,岩永洋昭の深く重い低音。ざらついた荒々しい声質で、言葉少なに吐き捨てる台詞と、戦闘時の獣のような咆哮・唸り声が特徴。怒りに任せてドラゴンころしを振り抜く咆哮特定の実在人物の声を模倣しない。,岩永洋昭の深く重い低音。ざらついた荒々しい声質で、言葉少なに吐き捨てる台詞と、戦闘時の獣のような咆哮・唸り声が特徴。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,岩永洋昭の深く重い低音。ざらついた荒々しい声質で、言葉少なに吐き捨てる台詞と、戦闘時の獣のような咆哮・唸り声が特徴。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-haga,羽賀,石川界人の落ち着いた中音域。デバッガーらしく感情を抑えた乾いた事務的な語り口で、淡々とした中に皮肉っぽいユーモアが混じる。通常時の話し方。特定の実在人物の声を模倣しない。,石川界人の落ち着いた中音域。デバッガーらしく感情を抑えた乾いた事務的な語り口で、淡々とした中に皮肉っぽいユーモアが混じる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,石川界人の落ち着いた中音域。デバッガーらしく感情を抑えた乾いた事務的な語り口で、淡々とした中に皮肉っぽいユーモアが混じる。バグを見つけて淡々と「これは仕様じゃない、バグだ」特定の実在人物の声を模倣しない。,石川界人の落ち着いた中音域。デバッガーらしく感情を抑えた乾いた事務的な語り口で、淡々とした中に皮肉っぽいユーモアが混じる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,石川界人の落ち着いた中音域。デバッガーらしく感情を抑えた乾いた事務的な語り口で、淡々とした中に皮肉っぽいユーモアが混じる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-kaede,楓,公式音声なし。原作設定は 21 歳の大学生ゲーマーで、冷静・合理的な語り口のチート魔法剣士。キャスティング時は落ち着いた青年声を想定。通常時の話し方。特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 21 歳の大学生ゲーマーで、冷静・合理的な語り口のチート魔法剣士。キャスティング時は落ち着いた青年声を想定。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 21 歳の大学生ゲーマーで、冷静・合理的な語り口のチート魔法剣士。キャスティング時は落ち着いた青年声を想定。淡々とチート性能を確認しながら「まあ、こんなものか」特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 21 歳の大学生ゲーマーで、冷静・合理的な語り口のチート魔法剣士。キャスティング時は落ち着いた青年声を想定。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 21 歳の大学生ゲーマーで、冷静・合理的な語り口のチート魔法剣士。キャスティング時は落ち着いた青年声を想定。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-kaiji,伊藤開司,萩原聖人のかすれた中低音。普段は情けなく弱気な泣き言、追い詰められると歯を食いしばった絶叫や震える独白に振れ、感情の振れ幅が極端に大きい。通常時の話し方。特定の実在人物の声を模倣しない。,萩原聖人のかすれた中低音。普段は情けなく弱気な泣き言、追い詰められると歯を食いしばった絶叫や震える独白に振れ、感情の振れ幅が極端に大きい。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,萩原聖人のかすれた中低音。普段は情けなく弱気な泣き言、追い詰められると歯を食いしばった絶叫や震える独白に振れ、感情の振れ幅が極端に大きい。土壇場で歯を食いしばる絶叫「クズは…俺だ…！」／逆転した瞬間の震える歓喜特定の実在人物の声を模倣しない。,萩原聖人のかすれた中低音。普段は情けなく弱気な泣き言、追い詰められると歯を食いしばった絶叫や震える独白に振れ、感情の振れ幅が極端に大きい。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,萩原聖人のかすれた中低音。普段は情けなく弱気な泣き言、追い詰められると歯を食いしばった絶叫や震える独白に振れ、感情の振れ幅が極端に大きい。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-keyaru,凱亞爾,保住有哉の中高音の青年声。やり直し前（ケヤル）は気弱で震えた声、やり直し後（ケヤルガ）は低めに抑えた冷たく滑らかな声で、嘲るような余裕と憎悪を滲ませる。通常時の話し方。特定の実在人物の声を模倣しない。,保住有哉の中高音の青年声。やり直し前（ケヤル）は気弱で震えた声、やり直し後（ケヤルガ）は低めに抑えた冷たく滑らかな声で、嘲るような余裕と憎悪を滲ませる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,保住有哉の中高音の青年声。やり直し前（ケヤル）は気弱で震えた声、やり直し後（ケヤルガ）は低めに抑えた冷たく滑らかな声で、嘲るような余裕と憎悪を滲ませる。冷たく嘲笑しながら「やり直しだ」特定の実在人物の声を模倣しない。,保住有哉の中高音の青年声。やり直し前（ケヤル）は気弱で震えた声、やり直し後（ケヤルガ）は低めに抑えた冷たく滑らかな声で、嘲るような余裕と憎悪を滲ませる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,保住有哉の中高音の青年声。やり直し前（ケヤル）は気弱で震えた声、やり直し後（ケヤルガ）は低めに抑えた冷たく滑らかな声で、嘲るような余裕と憎悪を滲ませる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-kisaragi,如月電車,公式音声なし。キャラは擬人化されていない電車のため、台詞ではなく警笛・走行音・車内アナウンス風の合成音声で表現する想定。通常時の話し方。特定の実在人物の声を模倣しない。,公式音声なし。キャラは擬人化されていない電車のため、台詞ではなく警笛・走行音・車内アナウンス風の合成音声で表現する想定。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,公式音声なし。キャラは擬人化されていない電車のため、台詞ではなく警笛・走行音・車内アナウンス風の合成音声で表現する想定。誤点して突っ込んでくる警笛と、無機質な「次は…きさらぎ…」アナウンス特定の実在人物の声を模倣しない。,公式音声なし。キャラは擬人化されていない電車のため、台詞ではなく警笛・走行音・車内アナウンス風の合成音声で表現する想定。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,公式音声なし。キャラは擬人化されていない電車のため、台詞ではなく警笛・走行音・車内アナウンス風の合成音声で表現する想定。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-klaus,克勞斯,公式音声なし。原作設定は 15 歳の駆け出し冒険者で、腐らずに努力する素直で明るい少年。キャスティング時は澄んだ少年〜青年声を想定。通常時の話し方。特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 15 歳の駆け出し冒険者で、腐らずに努力する素直で明るい少年。キャスティング時は澄んだ少年〜青年声を想定。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 15 歳の駆け出し冒険者で、腐らずに努力する素直で明るい少年。キャスティング時は澄んだ少年〜青年声を想定。「自動機能」が覚醒した瞬間の驚きと歓喜特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 15 歳の駆け出し冒険者で、腐らずに努力する素直で明るい少年。キャスティング時は澄んだ少年〜青年声を想定。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,公式音声なし。原作設定は 15 歳の駆け出し冒険者で、腐らずに努力する素直で明るい少年。キャスティング時は澄んだ少年〜青年声を想定。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-kumoko,蜘蛛子,悠木碧の高めで軽い声による超早口の独り言モノローグ。テンポの速いツッコミ・悲鳴・ノリの良い自己完結が特徴で、並列意思 4 体もすべて同氏が演じ分ける。通常時の話し方。特定の実在人物の声を模倣しない。,悠木碧の高めで軽い声による超早口の独り言モノローグ。テンポの速いツッコミ・悲鳴・ノリの良い自己完結が特徴で、並列意思 4 体もすべて同氏が演じ分ける。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,悠木碧の高めで軽い声による超早口の独り言モノローグ。テンポの速いツッコミ・悲鳴・ノリの良い自己完結が特徴で、並列意思 4 体もすべて同氏が演じ分ける。早口でまくし立てるセルフツッコミ「マジかー！？」／毒に悶える悲鳴特定の実在人物の声を模倣しない。,悠木碧の高めで軽い声による超早口の独り言モノローグ。テンポの速いツッコミ・悲鳴・ノリの良い自己完結が特徴で、並列意思 4 体もすべて同氏が演じ分ける。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,悠木碧の高めで軽い声による超早口の独り言モノローグ。テンポの速いツッコミ・悲鳴・ノリの良い自己完結が特徴で、並列意思 4 体もすべて同氏が演じ分ける。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-luckyman,幸運超人,田中真弓による少年声。鼻にかかったハスキーで元気な中高音域、間の抜けた脱力した台詞回しと突然の絶叫が同居するギャグ芝居。通常時の話し方。特定の実在人物の声を模倣しない。,田中真弓による少年声。鼻にかかったハスキーで元気な中高音域、間の抜けた脱力した台詞回しと突然の絶叫が同居するギャグ芝居。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,田中真弓による少年声。鼻にかかったハスキーで元気な中高音域、間の抜けた脱力した台詞回しと突然の絶叫が同居するギャグ芝居。運だけで勝ってしまい「ラッキー！」と調子に乗るハイテンションと、ピンチで情けなく泣きつく落差。特定の実在人物の声を模倣しない。,田中真弓による少年声。鼻にかかったハスキーで元気な中高音域、間の抜けた脱力した台詞回しと突然の絶叫が同居するギャグ芝居。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,田中真弓による少年声。鼻にかかったハスキーで元気な中高音域、間の抜けた脱力した台詞回しと突然の絶叫が同居するギャグ芝居。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-makoto,深澄真,花江夏樹の柔らかい中高音。朴訥で少し脱力した常識人のモノローグ調、驚きや呆れで声が裏返る温度感、戦闘時はやや低く据わる。通常時の話し方。特定の実在人物の声を模倣しない。,花江夏樹の柔らかい中高音。朴訥で少し脱力した常識人のモノローグ調、驚きや呆れで声が裏返る温度感、戦闘時はやや低く据わる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,花江夏樹の柔らかい中高音。朴訥で少し脱力した常識人のモノローグ調、驚きや呆れで声が裏返る温度感、戦闘時はやや低く据わる。自分の規格外の力に周囲がドン引きして「え、俺そんな変なこと言った？」と困惑する脱力ツッコミ。特定の実在人物の声を模倣しない。,花江夏樹の柔らかい中高音。朴訥で少し脱力した常識人のモノローグ調、驚きや呆れで声が裏返る温度感、戦闘時はやや低く据わる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,花江夏樹の柔らかい中高音。朴訥で少し脱力した常識人のモノローグ調、驚きや呆れで声が裏返る温度感、戦闘時はやや低く据わる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-maomao,貓貓,悠木碧の落ち着いた中低音。感情を抑えた乾いた平坦なモノローグ、毒や薬の話題になると一気に早口で熱を帯びる。ジト目の低い相槌「はぁ」が特徴。通常時の話し方。特定の実在人物の声を模倣しない。,悠木碧の落ち着いた中低音。感情を抑えた乾いた平坦なモノローグ、毒や薬の話題になると一気に早口で熱を帯びる。ジト目の低い相槌「はぁ」が特徴。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,悠木碧の落ち着いた中低音。感情を抑えた乾いた平坦なモノローグ、毒や薬の話題になると一気に早口で熱を帯びる。ジト目の低い相槌「はぁ」が特徴。「毒でございますか」と目を輝かせる薬オタクの熱と、壬氏に向ける冷めた低い「はぁ」の落差。特定の実在人物の声を模倣しない。,悠木碧の落ち着いた中低音。感情を抑えた乾いた平坦なモノローグ、毒や薬の話題になると一気に早口で熱を帯びる。ジト目の低い相槌「はぁ」が特徴。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,悠木碧の落ち着いた中低音。感情を抑えた乾いた平坦なモノローグ、毒や薬の話題になると一気に早口で熱を帯びる。ジト目の低い相槌「はぁ」が特徴。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-maple,梅普露,本渡楓の明るく丸い高音。素直でのんびりしたテンポ、語尾が柔らかく上がる天然系。戦闘中も緊張感が薄く楽しそうに驚く。通常時の話し方。特定の実在人物の声を模倣しない。,本渡楓の明るく丸い高音。素直でのんびりしたテンポ、語尾が柔らかく上がる天然系。戦闘中も緊張感が薄く楽しそうに驚く。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,本渡楓の明るく丸い高音。素直でのんびりしたテンポ、語尾が柔らかく上がる天然系。戦闘中も緊張感が薄く楽しそうに驚く。「痛いのは嫌だから防御力に極振り！」と無邪気に宣言し、新スキル獲得で「わぁ！」と喜ぶほのぼの。特定の実在人物の声を模倣しない。,本渡楓の明るく丸い高音。素直でのんびりしたテンポ、語尾が柔らかく上がる天然系。戦闘中も緊張感が薄く楽しそうに驚く。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,本渡楓の明るく丸い高音。素直でのんびりしたテンポ、語尾が柔らかく上がる天然系。戦闘中も緊張感が薄く楽しそうに驚く。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-matthias,馬提亞斯,女性声優による少年声。澄んだ中高音で淡々と落ち着いた口調、感情の起伏が小さく理知的。驚く周囲に対して当然のように解説するクールさ。通常時の話し方。特定の実在人物の声を模倣しない。,女性声優による少年声。澄んだ中高音で淡々と落ち着いた口調、感情の起伏が小さく理知的。驚く周囲に対して当然のように解説するクールさ。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,女性声優による少年声。澄んだ中高音で淡々と落ち着いた口調、感情の起伏が小さく理知的。驚く周囲に対して当然のように解説するクールさ。「この程度、失格紋なら当然だ」と涼しい顔で常識を覆す淡々とした自信。特定の実在人物の声を模倣しない。,女性声優による少年声。澄んだ中高音で淡々と落ち着いた口調、感情の起伏が小さく理知的。驚く周囲に対して当然のように解説するクールさ。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,女性声優による少年声。澄んだ中高音で淡々と落ち着いた口調、感情の起伏が小さく理知的。驚く周囲に対して当然のように解説するクールさ。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-misery,米瑟利,（公式音源なし・想定）妖艶で落ち着いた女性の低め中音域。感情を見せない静かな語り部口調で、皮肉を含んだ微笑を声に乗せる。通常時の話し方。特定の実在人物の声を模倣しない。,（公式音源なし・想定）妖艶で落ち着いた女性の低め中音域。感情を見せない静かな語り部口調で、皮肉を含んだ微笑を声に乗せる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,（公式音源なし・想定）妖艶で落ち着いた女性の低め中音域。感情を見せない静かな語り部口調で、皮肉を含んだ微笑を声に乗せる。「ようこそ、アウターゾーンへ」— 静かな微笑で代償を告げる冷ややかな語り。特定の実在人物の声を模倣しない。,（公式音源なし・想定）妖艶で落ち着いた女性の低め中音域。感情を見せない静かな語り部口調で、皮肉を含んだ微笑を声に乗せる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,（公式音源なし・想定）妖艶で落ち着いた女性の低め中音域。感情を見せない静かな語り部口調で、皮肉を含んだ微笑を声に乗せる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-naofumi,岩谷尚文,石川界人の低めの青年声。不信と苛立ちを押し殺した低い唸り、皮肉っぽい吐き捨て。仲間を守る場面では張りのある怒号に転じる。通常時の話し方。特定の実在人物の声を模倣しない。,石川界人の低めの青年声。不信と苛立ちを押し殺した低い唸り、皮肉っぽい吐き捨て。仲間を守る場面では張りのある怒号に転じる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,石川界人の低めの青年声。不信と苛立ちを押し殺した低い唸り、皮肉っぽい吐き捨て。仲間を守る場面では張りのある怒号に転じる。「俺は盾の勇者だ。守るものは絶対に守る」— 裏切られた怨嗟から腹の底からの怒りと決意へ。特定の実在人物の声を模倣しない。,石川界人の低めの青年声。不信と苛立ちを押し殺した低い唸り、皮肉っぽい吐き捨て。仲間を守る場面では張りのある怒号に転じる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,石川界人の低めの青年声。不信と苛立ちを押し殺した低い唸り、皮肉っぽい吐き捨て。仲間を守る場面では張りのある怒号に転じる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-ned,青蛙劍士 Ned,（公式音源なし・想定）がっしりした中低音の戦士声。寡黙で朴訥、時折カエルらしい濁った響きを混ぜる。通常時の話し方。特定の実在人物の声を模倣しない。,（公式音源なし・想定）がっしりした中低音の戦士声。寡黙で朴訥、時折カエルらしい濁った響きを混ぜる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,（公式音源なし・想定）がっしりした中低音の戦士声。寡黙で朴訥、時折カエルらしい濁った響きを混ぜる。神を前にしても淡々と剣を構える静かな覚悟。特定の実在人物の声を模倣しない。,（公式音源なし・想定）がっしりした中低音の戦士声。寡黙で朴訥、時折カエルらしい濁った響きを混ぜる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,（公式音源なし・想定）がっしりした中低音の戦士声。寡黙で朴訥、時折カエルらしい濁った響きを混ぜる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-noor,諾爾,濱野大輝のやや低く太い青年声。真面目で素朴、自己評価の低い謙虚な語り口。戦闘中も「パリイ！」と淡々と力強く言い切る。通常時の話し方。特定の実在人物の声を模倣しない。,濱野大輝のやや低く太い青年声。真面目で素朴、自己評価の低い謙虚な語り口。戦闘中も「パリイ！」と淡々と力強く言い切る。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,濱野大輝のやや低く太い青年声。真面目で素朴、自己評価の低い謙虚な語り口。戦闘中も「パリイ！」と淡々と力強く言い切る。「俺はパリイしかできない男です」と本気で謙遜しながら千の剣を弾く、天然の逆勘違い。特定の実在人物の声を模倣しない。,濱野大輝のやや低く太い青年声。真面目で素朴、自己評価の低い謙虚な語り口。戦闘中も「パリイ！」と淡々と力強く言い切る。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,濱野大輝のやや低く太い青年声。真面目で素朴、自己評価の低い謙虚な語り口。戦闘中も「パリイ！」と淡々と力強く言い切る。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-nube,鵺野鳴介,置鮎龍太郎の艶のある低音バリトン。普段は間の抜けた明るいおどけ声、霊と対峙すると一転して重く張った気迫の声。「鬼の手」解放時の絶叫。通常時の話し方。特定の実在人物の声を模倣しない。,置鮎龍太郎の艶のある低音バリトン。普段は間の抜けた明るいおどけ声、霊と対峙すると一転して重く張った気迫の声。「鬼の手」解放時の絶叫。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,置鮎龍太郎の艶のある低音バリトン。普段は間の抜けた明るいおどけ声、霊と対峙すると一転して重く張った気迫の声。「鬼の手」解放時の絶叫。「俺の生徒に手を出すな〜〜！！」— 生徒を守るための怒りの咆哮。特定の実在人物の声を模倣しない。,置鮎龍太郎の艶のある低音バリトン。普段は間の抜けた明るいおどけ声、霊と対峙すると一転して重く張った気迫の声。「鬼の手」解放時の絶叫。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,置鮎龍太郎の艶のある低音バリトン。普段は間の抜けた明るいおどけ声、霊と対峙すると一転して重く張った気迫の声。「鬼の手」解放時の絶叫。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-orphen,歐菲,森久保祥太郎の荒っぽい中音域。ぶっきらぼうで喧嘩腰の早口ツッコミ、呪文詠唱では低く凛と張った声に切り替わる。通常時の話し方。特定の実在人物の声を模倣しない。,森久保祥太郎の荒っぽい中音域。ぶっきらぼうで喧嘩腰の早口ツッコミ、呪文詠唱では低く凛と張った声に切り替わる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,森久保祥太郎の荒っぽい中音域。ぶっきらぼうで喧嘩腰の早口ツッコミ、呪文詠唱では低く凛と張った声に切り替わる。「我は放つ光の白刃！」— 悪態から一転、詠唱で凛と張る決め台詞。特定の実在人物の声を模倣しない。,森久保祥太郎の荒っぽい中音域。ぶっきらぼうで喧嘩腰の早口ツッコミ、呪文詠唱では低く凛と張った声に切り替わる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,森久保祥太郎の荒っぽい中音域。ぶっきらぼうで喧嘩腰の早口ツッコミ、呪文詠唱では低く凛と張った声に切り替わる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
